x,y,z
0.5725,0.0,1.0
0.5766884839766714,0.005,1.0
0.58087513074584,0.01,1.0
0.5850581039058627,0.015,1.0
0.5892355686664631,0.02,1.0
0.5934056926535307,0.025,1.0
0.5975666467128609,0.03,1.0
0.6017166057124823,0.035,1.0
0.6058537493432204,0.04,1.0
0.6099762629171449,0.045,1.0
0.6140823381635518,0.05,1.0
0.6181701740221311,0.055,1.0
0.6222379774329709,0.06,1.0
0.6262839641230532,0.065,1.0
0.6303063593888943,0.07,1.0
0.6343033988749895,0.075,1.0
0.6382733293477166,0.08,1.0
0.642214409464363,0.085,1.0
0.6461249105369357,0.09,1.0
0.6500031172904206,0.095,1.0
0.65384732861516,0.1,1.0
0.6576558583130145,0.105,1.0
0.6614270358369855,0.11,1.0
0.6651592070239724,0.115,1.0
0.6688507348203431,0.12,1.0
0.6725,0.125,1.0
0.676105401874626,0.13,1.0
0.6796653589957993,0.135,1.0
0.6831783098486688,0.14,1.0
0.6866427135368863,0.145,1.0
0.6900570504584946,0.15,1.0
0.693419822972475,0.155,1.0
0.6967295560556621,0.16,1.0
0.699984797949738,0.165,1.0
0.7031841207980212,0.17,1.0
0.7063261212717716,0.17500000000000002,1.0
0.7094094211857378,0.18,1.0
0.7124326681026731,0.185,1.0
0.7153945359265607,0.19,1.0
0.7182937254842823,0.195,1.0
0.7211289650954789,0.2,1.0
0.7238990111303514,0.20500000000000002,1.0
0.7266026485551579,0.21,1.0
0.729238691465168,0.215,1.0
0.7318059836048393,0.22,1.0
0.7343033988749895,0.225,1.0
0.7367298418267408,0.23,1.0
0.7390842481420199,0.23500000000000001,1.0
0.7413655851004031,0.24,1.0
0.7435728520321013,0.245,1.0
0.7457050807568877,0.25,1.0
0.7477613360087727,0.255,1.0
0.7497407158462429,0.26,1.0
0.7516423520478825,0.265,1.0
0.7534654104932039,0.27,1.0
0.7552090915285202,0.275,1.0
0.7568726303177001,0.28,1.0
0.7584552971776504,0.28500000000000003,1.0
0.7599563978983783,0.29,1.0
0.7613752740474963,0.295,1.0
0.7627113032590307,0.3,1.0
0.7639638995064135,0.305,1.0
0.7651325133595317,0.31,1.0
0.7662166322257262,0.315,1.0
0.7672157805746321,0.32,1.0
0.7681295201467612,0.325,1.0
0.7689574501457378,0.33,1.0
0.769699207414101,0.335,1.0
0.7703544665925977,0.34,1.0
0.7709229402628955,0.34500000000000003,1.0
0.7714043790736547,0.35000000000000003,1.0
0.7717985718499009,0.355,1.0
0.7721053456856544,0.36,1.0
0.7723245660197717,0.365,1.0
0.7724561366949692,0.37,1.0
0.7725,0.375,1.0
0.7724561366949692,0.38,1.0
0.7723245660197717,0.385,1.0
0.7721053456856544,0.39,1.0
0.7717985718499009,0.395,1.0
0.7714043790736547,0.4,1.0
0.7709229402628955,0.405,1.0
0.7703544665925977,0.41000000000000003,1.0
0.769699207414101,0.41500000000000004,1.0
0.7689574501457378,0.42,1.0
0.7681295201467612,0.425,1.0
0.7672157805746321,0.43,1.0
0.7662166322257262,0.435,1.0
0.7651325133595317,0.44,1.0
0.7639638995064135,0.445,1.0
0.7627113032590308,0.45,1.0
0.7613752740474963,0.455,1.0
0.7599563978983783,0.46,1.0
0.7584552971776503,0.465,1.0
0.7568726303177001,0.47000000000000003,1.0
0.7552090915285202,0.47500000000000003,1.0
0.7534654104932039,0.48,1.0
0.7516423520478825,0.485,1.0
0.749740715846243,0.49,1.0
0.7477613360087727,0.495,1.0
0.7457050807568878,0.5,1.0
0.7435728520321014,0.505,1.0
0.7413655851004031,0.51,1.0
0.7390842481420199,0.515,1.0
0.7367298418267408,0.52,1.0
0.7343033988749895,0.525,1.0
0.7318059836048393,0.53,1.0
0.7292386914651681,0.535,1.0
0.7266026485551579,0.54,1.0
0.7238990111303514,0.545,1.0
0.7211289650954789,0.55,1.0
0.7182937254842823,0.555,1.0
0.7153945359265607,0.56,1.0
0.7124326681026731,0.5650000000000001,1.0
0.7094094211857378,0.5700000000000001,1.0
0.7063261212717716,0.5750000000000001,1.0
0.7031841207980212,0.58,1.0
0.699984797949738,0.585,1.0
0.6967295560556621,0.59,1.0
0.693419822972475,0.595,1.0
0.6900570504584946,0.6,1.0
0.6866427135368863,0.605,1.0
0.6831783098486688,0.61,1.0
0.6796653589957993,0.615,1.0
0.676105401874626,0.62,1.0
0.6725,0.625,1.0
0.6688507348203432,0.63,1.0
0.6651592070239724,0.635,1.0
0.6614270358369855,0.64,1.0
0.6576558583130145,0.645,1.0
0.65384732861516,0.65,1.0
0.6500031172904206,0.655,1.0
0.6461249105369355,0.66,1.0
0.642214409464363,0.665,1.0
0.6382733293477167,0.67,1.0
0.6343033988749895,0.675,1.0
0.6303063593888942,0.68,1.0
0.6262839641230531,0.685,1.0
0.6222379774329709,0.6900000000000001,1.0
0.6181701740221311,0.6950000000000001,1.0
0.6140823381635518,0.7000000000000001,1.0
0.609976262917145,0.705,1.0
0.6058537493432206,0.71,1.0
