x,y,z
0.8015,0.0,1.0
0.8056884839766714,0.005,1.0
0.8098751307458399,0.01,1.0
0.8140581039058626,0.015,1.0
0.8182355686664631,0.02,1.0
0.8224056926535307,0.025,1.0
0.8265666467128608,0.03,1.0
0.8307166057124823,0.035,1.0
0.8348537493432204,0.04,1.0
0.8389762629171449,0.045,1.0
0.8430823381635518,0.05,1.0
0.8471701740221311,0.055,1.0
0.8512379774329709,0.06,1.0
0.8552839641230532,0.065,1.0
0.8593063593888943,0.07,1.0
0.8633033988749895,0.075,1.0
0.8672733293477166,0.08,1.0
0.871214409464363,0.085,1.0
0.8751249105369356,0.09,1.0
0.8790031172904206,0.095,1.0
0.88284732861516,0.1,1.0
0.8866558583130145,0.105,1.0
0.8904270358369855,0.11,1.0
0.8941592070239723,0.115,1.0
0.897850734820343,0.12,1.0
0.9015,0.125,1.0
0.9051054018746261,0.13,1.0
0.9086653589957994,0.135,1.0
0.9121783098486688,0.14,1.0
0.9156427135368863,0.145,1.0
0.9190570504584946,0.15,1.0
0.9224198229724749,0.155,1.0
0.9257295560556621,0.16,1.0
0.928984797949738,0.165,1.0
0.932184120798021,0.17,1.0
0.9353261212717716,0.17500000000000002,1.0
0.9384094211857378,0.18,1.0
0.9414326681026731,0.185,1.0
0.9443945359265606,0.19,1.0
0.9472937254842824,0.195,1.0
0.9501289650954788,0.2,1.0
0.9528990111303512,0.20500000000000002,1.0
0.9556026485551579,0.21,1.0
0.9582386914651679,0.215,1.0
0.9608059836048393,0.22,1.0
0.9633033988749895,0.225,1.0
0.9657298418267408,0.23,1.0
0.9680842481420199,0.23500000000000001,1.0
0.9703655851004029,0.24,1.0
0.9725728520321013,0.245,1.0
0.9747050807568877,0.25,1.0
0.9767613360087727,0.255,1.0
0.9787407158462429,0.26,1.0
0.9806423520478825,0.265,1.0
0.9824654104932039,0.27,1.0
0.9842090915285202,0.275,1.0
0.9858726303177001,0.28,1.0
0.9874552971776502,0.28500000000000003,1.0
0.9889563978983783,0.29,1.0
0.9903752740474963,0.295,1.0
0.9917113032590308,0.3,1.0
0.9929638995064135,0.305,1.0
0.9941325133595317,0.31,1.0
0.9952166322257262,0.315,1.0
0.9962157805746321,0.32,1.0
0.9971295201467612,0.325,1.0
0.9979574501457378,0.33,1.0
0.998699207414101,0.335,1.0
0.9993544665925976,0.34,1.0
0.9999229402628955,0.34500000000000003,1.0
1.0004043790736548,0.35000000000000003,1.0
1.0007985718499008,0.355,1.0
1.0011053456856542,0.36,1.0
1.0013245660197718,0.365,1.0
1.0014561366949692,0.37,1.0
1.0015,0.375,1.0
1.0014561366949692,0.38,1.0
1.0013245660197716,0.385,1.0
1.0011053456856542,0.39,1.0
1.0007985718499008,0.395,1.0
1.0004043790736548,0.4,1.0
0.9999229402628955,0.405,1.0
0.9993544665925976,0.41000000000000003,1.0
0.998699207414101,0.41500000000000004,1.0
0.9979574501457378,0.42,1.0
0.9971295201467612,0.425,1.0
0.9962157805746321,0.43,1.0
0.9952166322257263,0.435,1.0
0.9941325133595317,0.44,1.0
0.9929638995064135,0.445,1.0
0.9917113032590308,0.45,1.0
0.9903752740474963,0.455,1.0
0.9889563978983783,0.46,1.0
0.9874552971776502,0.465,1.0
0.9858726303177001,0.47000000000000003,1.0
0.9842090915285202,0.47500000000000003,1.0
0.9824654104932039,0.48,1.0
0.9806423520478825,0.485,1.0
0.9787407158462429,0.49,1.0
0.9767613360087727,0.495,1.0
0.9747050807568878,0.5,1.0
0.9725728520321013,0.505,1.0
0.970365585100403,0.51,1.0
0.96808424814202,0.515,1.0
0.9657298418267408,0.52,1.0
0.9633033988749895,0.525,1.0
0.9608059836048393,0.53,1.0
0.9582386914651679,0.535,1.0
0.9556026485551579,0.54,1.0
0.9528990111303512,0.545,1.0
0.9501289650954788,0.55,1.0
0.9472937254842824,0.555,1.0
0.9443945359265606,0.56,1.0
0.941432668102673,0.5650000000000001,1.0
0.9384094211857377,0.5700000000000001,1.0
0.9353261212717716,0.5750000000000001,1.0
0.9321841207980212,0.58,1.0
0.928984797949738,0.585,1.0
0.9257295560556621,0.59,1.0
0.9224198229724749,0.595,1.0
0.9190570504584946,0.6,1.0
0.9156427135368863,0.605,1.0
0.9121783098486688,0.61,1.0
0.9086653589957994,0.615,1.0
0.9051054018746261,0.62,1.0
0.9015,0.625,1.0
0.897850734820343,0.63,1.0
0.8941592070239723,0.635,1.0
0.8904270358369855,0.64,1.0
0.8866558583130145,0.645,1.0
0.8828473286151601,0.65,1.0
0.8790031172904207,0.655,1.0
0.8751249105369355,0.66,1.0
0.871214409464363,0.665,1.0
0.8672733293477166,0.67,1.0
0.8633033988749895,0.675,1.0
0.8593063593888942,0.68,1.0
0.8552839641230531,0.685,1.0
0.8512379774329709,0.6900000000000001,1.0
0.8471701740221311,0.6950000000000001,1.0
0.8430823381635518,0.7000000000000001,1.0
0.838976262917145,0.705,1.0
0.8348537493432205,0.71,1.0
0.8307166057124824,0.715,1.0
0.8265666467128608,0.72,1.0
0.8224056926535307,0.725,1.0
0.8182355686664632,0.73,1.0
0.8140581039058628,0.735,1.0
0.8098751307458398,0.74,1.0
0.8056884839766714,0.745,1.0
0.8015,0.75,1.0
0.7973115160233286,0.755,1.0
0.7931248692541601,0.76,1.0
0.7889418960941373,0.765,1.0
0.7847644313335369,0.77,1.0
0.7805943073464693,0.775,1.0
0.7764333532871392,0.78,1.0
0.7722833942875177,0.785,1.0
0.7681462506567796,0.79,1.0
0.764023737082855,0.795,1.0
0.7599176618364482,0.8,1.0
0.7558298259778689,0.805,1.0
0.751762022567029,0.81,1.0
0.7477160358769468,0.8150000000000001,1.0
0.7436936406111057,0.8200000000000001,1.0
0.7396966011250106,0.8250000000000001,1.0
0.7357266706522833,0.8300000000000001,1.0
0.7317855905356371,0.835,1.0
0.7278750894630645,0.84,1.0
0.7239968827095794,0.845,1.0
0.72015267138484,0.85,1.0
0.7163441416869856,0.855,1.0
0.7125729641630145,0.86,1.0
0.7088407929760276,0.865,1.0
0.7051492651796569,0.87,1.0
0.7015,0.875,1.0
0.697894598125374,0.88,1.0
0.6943346410042007,0.885,1.0
0.6908216901513311,0.89,1.0
0.6873572864631137,0.895,1.0
0.6839429495415054,0.9,1.0
0.680580177027525,0.905,1.0
0.6772704439443379,0.91,1.0
0.6740152020502621,0.915,1.0
0.6708158792019789,0.92,1.0
0.6676738787282284,0.925,1.0
0.6645905788142622,0.93,1.0
0.6615673318973269,0.935,1.0
0.6586054640734393,0.9400000000000001,1.0
0.6557062745157176,0.9450000000000001,1.0
0.6528710349045211,0.9500000000000001,1.0
0.6501009888696486,0.9550000000000001,1.0
0.6473973514448422,0.96,1.0
0.644761308534832,0.965,1.0
0.6421940163951607,0.97,1.0
0.6396966011250105,0.975,1.0
0.6372701581732592,0.98,1.0
0.6349157518579801,0.985,1.0
0.6326344148995969,0.99,1.0
0.6304271479678987,0.995,1.0
0.6282949192431123,1.0,1.0
0.6262386639912273,1.0050000000000001,1.0
0.6242592841537571,1.01,1.0
0.6223576479521175,1.0150000000000001,1.0
0.6205345895067962,1.02,1.0
0.6187909084714799,1.025,1.0
0.6171273696822999,1.03,1.0
0.6155447028223497,1.035,1.0
0.6140436021016217,1.04,1.0
0.6126247259525038,1.045,1.0
0.6112886967409693,1.05,1.0
0.6100361004935866,1.055,1.0
0.6088674866404683,1.06,1.0
0.6077833677742738,1.065,1.0
0.6067842194253679,1.07,1.0
0.6058704798532388,1.075,1.0
0.6050425498542622,1.08,1.0
0.604300792585899,1.085,1.0
0.6036455334074023,1.09,1.0
0.6030770597371045,1.095,1.0
0.6025956209263453,1.1,1.0
0.6022014281500991,1.105,1.0
0.6018946543143456,1.11,1.0
0.6016754339802283,1.115,1.0
0.6015438633050308,1.12,1.0
0.6014999999999999,1.125,1.0
0.6015438633050308,1.1300000000000001,1.0
0.6016754339802283,1.135,1.0
0.6018946543143456,1.1400000000000001,1.0
0.6022014281500991,1.145,1.0
0.6025956209263453,1.1500000000000001,1.0
0.6030770597371045,1.155,1.0
0.6036455334074023,1.16,1.0
0.604300792585899,1.165,1.0
0.6050425498542622,1.17,1.0
0.6058704798532388,1.175,1.0
0.6067842194253679,1.18,1.0
0.6077833677742738,1.185,1.0
0.6088674866404683,1.19,1.0
0.6100361004935865,1.195,1.0
0.6112886967409692,1.2,1.0
0.6126247259525037,1.205,1.0
0.6140436021016217,1.21,1.0
0.6155447028223497,1.215,1.0
0.6171273696822999,1.22,1.0
0.6187909084714799,1.225,1.0
0.6205345895067961,1.23,1.0
0.6223576479521175,1.235,1.0
0.6242592841537571,1.24,1.0
0.6262386639912273,1.245,1.0
0.6282949192431123,1.25,1.0
0.6304271479678987,1.2550000000000001,1.0
0.6326344148995968,1.26,1.0
0.63491575185798,1.2650000000000001,1.0
0.6372701581732592,1.27,1.0
0.6396966011250106,1.2750000000000001,1.0
0.6421940163951607,1.28,1.0
0.6447613085348318,1.285,1.0
0.6473973514448421,1.29,1.0
0.6501009888696486,1.295,1.0
0.652871034904521,1.3,1.0
0.6557062745157176,1.305,1.0
0.6586054640734392,1.31,1.0
0.6615673318973267,1.315,1.0
0.6645905788142623,1.32,1.0
0.6676738787282283,1.325,1.0
0.6708158792019789,1.33,1.0
0.6740152020502621,1.335,1.0
0.6772704439443379,1.34,1.0
0.680580177027525,1.345,1.0
0.6839429495415054,1.35,1.0
0.6873572864631136,1.355,1.0
0.6908216901513313,1.36,1.0
0.6943346410042006,1.365,1.0
0.6978945981253741,1.37,1.0
0.7014999999999999,1.375,1.0
0.7051492651796569,1.3800000000000001,1.0
0.7088407929760278,1.385,1.0
0.7125729641630145,1.3900000000000001,1.0
0.7163441416869853,1.395,1.0
0.72015267138484,1.4000000000000001,1.0
0.7239968827095793,1.405,1.0
0.7278750894630642,1.41,1.0
0.7317855905356369,1.415,1.0
0.7357266706522831,1.42,1.0
0.7396966011250106,1.425,1.0
0.7436936406111055,1.43,1.0
0.7477160358769468,1.435,1.0
