x,y,z
0.3435,0.0,1.0
0.3476884839766714,0.005,1.0
0.35187513074584,0.01,1.0
0.3560581039058627,0.015,1.0
0.3602355686664631,0.02,1.0
0.36440569265353073,0.025,1.0
0.3685666467128609,0.03,1.0
0.37271660571248233,0.035,1.0
0.37685374934322047,0.04,1.0
0.380976262917145,0.045,1.0
0.3850823381635519,0.05,1.0
0.38917017402213117,0.055,1.0
0.393237977432971,0.06,1.0
0.39728396412305317,0.065,1.0
0.40130635938889436,0.07,1.0
0.4053033988749895,0.075,1.0
0.4092733293477167,0.08,1.0
0.4132144094643631,0.085,1.0
0.4171249105369356,0.09,1.0
0.4210031172904206,0.095,1.0
0.42484732861516006,0.1,1.0
0.42865585831301456,0.105,1.0
0.4324270358369855,0.11,1.0
0.4361592070239724,0.115,1.0
0.4398507348203431,0.12,1.0
0.4435,0.125,1.0
0.44710540187462605,0.13,1.0
0.45066535899579935,0.135,1.0
0.4541783098486688,0.14,1.0
0.45764271353688635,0.145,1.0
0.46105705045849465,0.15,1.0
0.46441982297247497,0.155,1.0
0.4677295560556621,0.16,1.0
0.470984797949738,0.165,1.0
0.47418412079802114,0.17,1.0
0.47732612127177165,0.17500000000000002,1.0
0.4804094211857378,0.18,1.0
0.48343266810267316,0.185,1.0
0.4863945359265607,0.19,1.0
0.48929372548428235,0.195,1.0
0.4921289650954789,0.2,1.0
0.49489901113035134,0.20500000000000002,1.0
0.4976026485551579,0.21,1.0
0.500238691465168,0.215,1.0
0.5028059836048393,0.22,1.0
0.5053033988749895,0.225,1.0
0.5077298418267409,0.23,1.0
0.5100842481420199,0.23500000000000001,1.0
0.512365585100403,0.24,1.0
0.5145728520321013,0.245,1.0
0.5167050807568877,0.25,1.0
0.5187613360087727,0.255,1.0
0.5207407158462429,0.26,1.0
0.5226423520478826,0.265,1.0
0.5244654104932039,0.27,1.0
0.5262090915285202,0.275,1.0
0.5278726303177002,0.28,1.0
0.5294552971776503,0.28500000000000003,1.0
0.5309563978983783,0.29,1.0
0.5323752740474963,0.295,1.0
0.5337113032590308,0.3,1.0
0.5349638995064135,0.305,1.0
0.5361325133595317,0.31,1.0
0.5372166322257262,0.315,1.0
0.5382157805746322,0.32,1.0
0.5391295201467612,0.325,1.0
0.5399574501457378,0.33,1.0
0.540699207414101,0.335,1.0
0.5413544665925977,0.34,1.0
0.5419229402628956,0.34500000000000003,1.0
0.5424043790736547,0.35000000000000003,1.0
0.5427985718499009,0.355,1.0
0.5431053456856544,0.36,1.0
0.5433245660197717,0.365,1.0
0.5434561366949692,0.37,1.0
0.5435000000000001,0.375,1.0
0.5434561366949692,0.38,1.0
0.5433245660197717,0.385,1.0
0.5431053456856544,0.39,1.0
0.5427985718499009,0.395,1.0
0.5424043790736547,0.4,1.0
0.5419229402628956,0.405,1.0
0.5413544665925977,0.41000000000000003,1.0
0.540699207414101,0.41500000000000004,1.0
0.5399574501457378,0.42,1.0
0.5391295201467612,0.425,1.0
0.5382157805746322,0.43,1.0
0.5372166322257264,0.435,1.0
0.5361325133595317,0.44,1.0
0.5349638995064135,0.445,1.0
0.5337113032590308,0.45,1.0
0.5323752740474963,0.455,1.0
0.5309563978983783,0.46,1.0
0.5294552971776503,0.465,1.0
0.5278726303177002,0.47000000000000003,1.0
0.5262090915285202,0.47500000000000003,1.0
0.5244654104932039,0.48,1.0
0.5226423520478826,0.485,1.0
0.5207407158462429,0.49,1.0
0.5187613360087727,0.495,1.0
0.5167050807568878,0.5,1.0
0.5145728520321013,0.505,1.0
0.5123655851004031,0.51,1.0
0.51008424814202,0.515,1.0
0.5077298418267409,0.52,1.0
0.5053033988749895,0.525,1.0
0.5028059836048393,0.53,1.0
0.500238691465168,0.535,1.0
0.4976026485551579,0.54,1.0
0.49489901113035134,0.545,1.0
0.4921289650954789,0.55,1.0
0.48929372548428235,0.555,1.0
0.4863945359265607,0.56,1.0
0.4834326681026731,0.5650000000000001,1.0
0.48040942118573776,0.5700000000000001,1.0
0.47732612127177165,0.5750000000000001,1.0
0.4741841207980212,0.58,1.0
0.470984797949738,0.585,1.0
0.46772955605566213,0.59,1.0
0.46441982297247497,0.595,1.0
0.46105705045849465,0.6,1.0
0.45764271353688635,0.605,1.0
0.4541783098486688,0.61,1.0
0.45066535899579935,0.615,1.0
0.44710540187462605,0.62,1.0
0.4435,0.625,1.0
0.43985073482034315,0.63,1.0
0.4361592070239724,0.635,1.0
0.4324270358369855,0.64,1.0
0.42865585831301456,0.645,1.0
0.4248473286151601,0.65,1.0
0.42100311729042067,0.655,1.0
0.41712491053693557,0.66,1.0
0.41321440946436305,0.665,1.0
0.4092733293477167,0.67,1.0
0.40530339887498956,0.675,1.0
0.4013063593888943,0.68,1.0
0.3972839641230531,0.685,1.0
0.393237977432971,0.6900000000000001,1.0
